,proverb,translation
1522,തോണികഴിഞ്ഞാൽ തുഴകൊണ്ടു,
1523,തോണിമറിഞ്ഞാൽ പുറംനല്ലു,
1524,തോണിയിൽകടന്നുപാഞ്ഞാൽ കരകാണുകയില്ല (കരെക്കണകയില്ല),
1525,തോണിയിൽനിന്നു പാഞ്ഞാൽ കൊമ്പത്തോളം,
1526,തോണിയുടെ നടുവിൽനിന്നു തുഴയുമ്പോലെ,
1527,തോണിയുരുളും തുഴയറിയാഞ്ഞാൽ,
1528,തോളിൽഇരുന്നു ചെവിതിന്നരുതു,
1529,തോറ്റപുറത്തു പടയില്ല,
1530,"ദർഭെ, കുശെ, ഞാങ്ങണ, മുട്ടിയപക്ഷംവയ്ക്കൊലെ",
1531,ദശമാതാ ഹരീതകീ,
1532,"ദശയറുതി മരണം, വാവറുതി ഗ്രഹണം",
1533,ദാനംകിട്ടിയ പശുവിന്റെവായിൽ പല്ലുണ്ടൊഎന്നു നോക്കരുതു,
1534,ദിവ്യനെന്നാകിലും ഭാഗ്യനെന്നാകിലും ദ്രവ്യമില്ലായ്കയിൽ തരംകെടുംനിശ്ചയം,
1535,ദുഗ്ദ്ധം ആകിലും കൈക്കും ദുഷ്ടർ നൽകിയാൽ,
1536,ദുർജ്ജനസംസർഗ്ഗത്താൽ സജ്ജനംകെടും,
1537,ദുഷ്ടരെ കണ്ടാൽ ദൂരെദൂരെ,
1538,ദുഷ്ടുകിടക്കെ വരട്ടുംവൃണം പൊട്ടുംപിന്നയും തിട്ടംതന്നെ,
1539,"ദുർബലനു രാജാബലം, ബാലർക്കു കരച്ചൽ ബലം",
1540,ദൂരത്തെ ബന്ധുവെക്കാൾ അരികത്തെ ശത്രുനല്ലു,
1541,ദൂരത്തെവഴിക്കു നേരത്തെപോകണം,
1542,ദൂരംവിട്ടാൽ ഖേദംവിട്ടു,
1543,ദൈവം ഉള്ള നാൾ മറക്കുമൊ,
1544,"ദെവരുടെ ആന, കാട്ടിലെ മരം, വലിയെടാ വലി",
1545,ദൈവം തുണയുള്ളപ്പോൾ പലരും തുണയുണ്ട്,
1546,ധനത്തിനു വേലി ധർമ്മം തന്നെ,
1547,ധനമില്ലാത്ത പുരുഷനും മണമില്ലാത്ത പുഷ്പവും ശരി,
1548,ധനാശി പാടിപ്പൊയി,
1549,ധർമ്മടം പിടിച്ചതു കോയ അറിഞ്ഞില്ല,
1550,ധർമ്മദൈവവും തലമുടിയും തനിക്കുനാശം,
1551,ധർമ്മം വെടിഞ്ഞാൽ കർമ്മം മുടങ്ങും,
1552,ധൃപം കാട്ടിയാലും പാപം പോകാ,
1553,ധൃതികൊള്ളാം ഈച്ചയെ പിടിപ്പാൻ,
1554,ധ്യാനമില്ലാഞ്ഞാലും മൗനം വേണം,
1555,നക്കുന്ന നായിക്കു സ്വയംഭൂവും പ്രതിഷ്ഠയും ഭെദമുണ്ടൊ,
1556,നഗരത്തിൽ ഇരുമ്പാലും നരകഭയം വിടാ,
1557,നഞ്ചുവേണമൊ നാനാഴി,
1558,നഞ്ഞേറ്റമീൻപോലെ,
1559,നടക്കുമ്പോൾ രണ്ടു ഏറെവെട്ടിയാൽ കിടക്കുമ്പോൾ രണ്ടു ഏറെ വലിക്കാം,
1560,"നടന്നകന്നാൽ ഇടറും, ഇരുന്നകാൽ ഇടറുകയില്ല",
1561,നടന്നുകെട്ട വൈദ്യനും ഇരുന്നുകെട്ട വേശ്യയും ഇല്ല,
1562,നടന്നുവന്നു നടന്നോനും നടന്നുവന്നു കിടന്നോനും ചികിത്സവേണ്ടാ,
1563,നടപ്പാൻ മടിച്ചിട്ടു ചിറ്റപ്പൻ വീട്ടിൽനിന്നു പെണ്ണുകെട്ടിയതുപോലെ,
1564,നട്ടുനനെക്കയും നനെച്ചു പറിക്കയും,
1565,നട്ടുതിന്നുന്നതിലും നന്നു ചുട്ടു തിന്നുകയാണൊ,
1566,നദിഒഴുകിയാൽ കടലിലൊളം,
1567,നനച്ചെറങ്ങിയാൽ കുളിച്ചു കയറും,
1568,നനെച്ചു വീശിയാൽ ചുറ്റും തെറിക്കും,
1569,നനെച്ചിറങ്ങിയാൽ പിന്നെ ചെരിച്ചു കേററാറുണ്ടൊ,
1570,നനെഞ്ഞ കിഴവി വന്നാൽ ഇരുന്ന വിറകിനു ചേതം,
1571,"നനെഞ്ഞവനു ഈറൻ ഇല്ല, തുനിഞ്ഞവനു ദുഃഖം ഇല്ലാ",
1572,നനെഞ്ഞിടം തന്നെ കുഴിച്ചാലോ,
1573,"നന്നമ്പറ വെറ്റില, തുളുനാടൻ അടക്ക, അറപ്പുഴ ചുണ്ണാമ്പു, യാഴ്വാണം (ചാപ്പാണം) പുകയില",
1574,"നമ്പി, തുമ്പി, പെരിച്ചാഴി, പട്ടരും, പൊതുവാൾ തഥാ, ഇവർഐവരും ഉള്ളെടം ദൈവമില്ലെന്നുനിർണ്ണയം",
1575,നംപൂരിക്കെന്തിന്നുണ്ടവല,
1576,നമ്പോലന്റെ അമ്മ കിണറ്റിൽ പോയപോലെ,
1577,നയശാലിയായാൽ ജയശാലിയാകും,
1578,"നരകത്തിൽ കരുണയില്ല, സ്വൎഗ്ഗത്തിൽ മരണം ഇല്ല",
1579,നരിക്കുണ്ടൊ പശുക്കുല,
1580,നരി നരച്ചാലും കടിക്കും,
1581,നരി നുണെക്കുംപോലെ,
1582,നരി പെറ്റമടയിൽ കുറുക്കൻ പെറുമൊ,
1583,നരിയിൻകയ്യിൽ കടച്ചിയെ പോറ്റുവാൻ കൊടുത്തപോലെ,
1584,നരിവാലുകൊണ്ടൊ കടലാഴം പാർപ്പു,
1585,നല്ലകാലത്തെ ഗുണംവരോള്ളൂ തംപ്രാനെ(എന്നുകാക്കാലൻപറാഞ്ഞപോലെ),
1586,നല്ലതലക്കു നൂറു കയ്യുണ്ടു,
1587,നല്ലമരത്തേൽ മ്രാൽചുറ്റിയതുപോലെ,
1588,നല്ലമാടെങ്കിൽ തന്നൂരിൽതന്നെ വിലപോകും,
1589,നാക്കുള്ളവൻ കഴുവേറുകയില്ല,
1590,നാടില്ലാത്തവൻ ആനവളർത്തരുതു,
1591,നാടുവിട്ടരാജാവും ഊർവിട്ടപട്ടിയും ഒരുപോലെ,
1592,"നാടെനിക്കു, നഗരമെനിക്കു, പകലെനിക്കുവെളിവില്ല",
1593,"നാടൊക്കെ ഇനിക്കുള്ളതു, പകലെങ്ങും ഇറങ്ങിക്കൂട",
1594,നാടോടുമ്പോൾ നടുവെ (ഓടണം),
1595,നാട്ടാൽപാതി കോട്ടായി ഇല്ലാ,
1596,നാട്ടിലെ വലിയോർപിടിച്ചാൽ അരുതെന്നു പാടുണ്ടൊ,
1597,നാണമില്ലാത്തവന്റെ ആസനത്തിലൊരാലു കിളുത്താൽ അതുമൊരുതണലു,
1598,നാണിക്കുണ്ടൊ വിദ്യയുണ്ടാവു,
1599,നാണംകെട്ടവനെ കോലം (ഭൂതം) കെട്ടിക്കൂട,
1600,നാഥനില്ലാത്ത കളരിപോലെ,
1601,നാഥനില്ലാത്തനിലത്തു പട ആകാ,
1602,നാഥനില്ലാപ്പട നായ്പട,
1603,നാന്തല ഇല്ല കോന്തല ഇല്ല,
1604,നായകംപറിച്ച പതക്കൻപോലെ,
1605,നായർക്കു കണ്ടംകൃഷിയുണ്ടെങ്കിൽ അച്ചിക്കു പൊലികടവും ഉണ്ടു,
1606,നായാട്ടുനായ്ക്കൾ തമ്മിൽകടിച്ചാൽ പന്നി കുന്നുകയറും,
1607,നായായിപിറക്കിലും തറവാട്ടിൽപിറക്കണം,
1608,നായികുരച്ചാലാകാശം വീഴുമൊ,
1609,നായി കൊല്ലത്തിനുപോയപോലെ,
1610,"നായിനടന്നാൽ കാര്യവുമില്ല, നായ്ക്കിരിപ്പാൻ നേരവുമില്ല",
1611,നായി നടുക്കടലിൽചെന്നാലും നക്കീട്ടെകുടിക്കൂ,
1612,"നായിനെകാണുമ്പോൾ കല്ലുകാണുകയില്ല, കല്ലുകാണുമ്പോൾ നായിനെ കാണുകയില്ല.",
1613,"നായിപത്തുപെറ്റിട്ടുംഫലമില്ല, പശു ഒന്നുപോറ്റാലുംമതി",
1614,നായുടെവാൽ കുഴലിലിട്ടാൽ നിവരുമൊ,
1615,നായെ പേടിച്ചോടീട്ടു നരിയുടെ വായിൽ,
1616,നായ്ക്കറിയാമൊ നല്ലതു,
1617,നായ്ക്കാഷ്ടത്തിനുണ്ടൊ ഇളന്തലയും മുതുതലയും,
1618,നായ്ക്കാഷ്ടത്തിനു ധൂപംകാട്ടൊല്ല,
1619,നായ്ക്കാഷ്ടത്തിനു മേൽകാഷ്ടം ഉണ്ടെങ്കിൽ നായ്ക്കാഷ്ടവുംിലക്കുപോകും,
1620,നായ്ക്കു നറുനൈ തങ്ങുമൊ,
1621,നായ്ക്കു പൊതിയൻതേങ്ങാ കിട്ടിയപോലെ,
1622,നായ്ക്കു മീശവളർന്നാലുണ്ടൊ അമ്പട്ടനുകാര്യം,
1623,"നായ്ക്കൊരുവേലയുമില്ല, നിന്നുപെടുപ്പാൻ നേരവുമില്ല",
1624,നായ്ക്കോലം കെട്ടിയാൽപിന്നെ കരക്കെല്ലുള്ളു,
