	proverb	translation
981	చెవిటి పెద్దమ్మా చేంత్రాడు తేవే అంటే, చెవుల పోగులు నా జన్మానా యెరగనన్నదట.	When the deaf old lady was asked to bring the well-rope, she replied “I have never seen earrings in all my life.”Applied to a stupid person not doing what he is told.
982	చెవిటి వాడికి శంఖము వూదితే, అది కొరకడానకు నీ తండ్రి తాతల తరము కాదన్నాడట.	When a horn was sounded in the ears of a deaf man, he said “ to bite that is more than your fathers before you could do.”Applied to a stubborn person.
983	చెవుడు చెవుడూ అంటే, తవుడు తవుడూ అంటాడు.	When they call out “Deaf man! Deaf man!” he answers “[I’ve got] Bran, Bran!”The jingle of the Telugu words is similar to that of the English equivalents.
984	చెవాకు పోయినమ్మకు యెంత వ్యసనమో, దొరికినమ్మకు అంత సంతోషము.	The lady who found the ear-ornament was as glad as the lady who lost it was sorry.Ill-luck is good for something. (French)
985	చేదు తింటారా చెట్లు కొడతారా.	Are you eating bitter or cutting down trees ?Said of anything easy, or profitable.
986	చేనిపంట కొయ్యగాలే చెప్పుతుంది.	The stubble tells the produce of the ﬁeld.A slight acquaintance suffices to tell what a man is made of.
987	చేనిలో పుట్టిన బీడు యెక్కడికి పోను.	Can the waste land be taken out of the ﬁeld ?You. must take the fat with the lean.
988	చేనూ కొడవలీ నీ చేత యిచ్చినాను.	I have given the ﬁeld and the sickle into your hands.To hand anything over entirely to another. To give another full powers.
989	చేప పిల్లకు యీత నేర్ప వలెనా.	Must you teach a young ﬁsh to swim ?Don’t teach fish to swim. (French)
990	చేలోపత్తి చేలో వుండగానే, పోలికి మూడు మూళ్లు నాకు ఆరు మూళ్లు అన్నట్టు.	While the cotton crop was still in the ﬁeld, he said “ Three cubits [of the cloth] for Poli and six for me.”Poli is a female name and here represents a cousin.Sane enough to cry "chick" when it's out of the shell. (Scotch)22
991	చేసిన పాపము చెప్పితే మానును.	Sin is removed by confession.Confession of a fault makes half amends.A sin confessed is half forgiven. (Italian)
992	చేసుకొన్న వారికి చేసుకొన్నంత మహాదేవ.	O Mahadéva! what a man does, that does he in full receive.
993	చేసేది బీద కాపరము, వచ్చేవి రాజ రోగాలు.	A man living in poor style, attacked by king’s diseases.A poor man having to meet great expenses quite beyond his meansThe cure of the disease alluded to costs much money.
994	చేసేవి నాయకాలు, అడిగేవి తిరిపాలు, పెట్టకుంటే కోపాలు.	He gives himself the airs of a great man, but begs for alms, and is angry if he gets none.
995	చేసేవి శివపూజలు, చెప్పేవి అబద్ధాలు.	His employment is the worship of Siva, but his words are lies.A hypocrite.Much praying, but no piety.Beads about the neck and the devil in the heart.
996	ఛిద్రమునకు చీరపేలు, దరిద్రమునకు తలపేలు.A louse in the clothes is a sign of coming household broils, a louse in the head is a sign of coming poverty.	
997	చేసిన పాపము చెప్పితే మానును.	Sin is removed by confession.Confession of a fault makes half amends.A sin confessed is half forgiven. (Italian)
998	చేసుకొన్న వారికి చేసుకొన్నంత మహాదేవ.	O Mahadéva! what a man does, that does he in full receive.
999	చేసేది బీద కాపరము, వచ్చేవి రాజ రోగాలు.	A man living in poor style, attacked by king’s diseases.A poor man having to meet great expenses quite beyond his meansThe cure of the disease alluded to costs much money.
1000	చేసేవి నాయకాలు, అడిగేవి తిరిపాలు, పెట్టకుంటే కోపాలు.	He gives himself the airs of a great man, but begs for alms, and is angry if he gets none.
1001	చేసేవి శివపూజలు, చెప్పేవి అబద్ధాలు.	His employment is the worship of Siva, but his words are lies.A hypocrite.Much praying, but no piety.Beads about the neck and the devil in the heart.
